time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-04-21T23:07:02.494Z,-10.2801,153.1531,10,4.4,mb,,63,5.969,0.9,us,us7000dxxd,2021-07-03T16:49:59.040Z,"275 km E of Samarai, Papua New Guinea",earthquake,5.7,1.9,0.149,13,reviewed,us,us
2021-04-21T19:35:18.188Z,-10.3695,153.1454,10,4.8,mb,,61,5.975,0.86,us,us7000dxxj,2021-07-03T16:50:00.040Z,"D'Entrecasteaux Islands region",earthquake,4.3,1.9,0.131,18,reviewed,us,us
2021-04-21T12:17:21.497Z,-10.3416,153.1309,10,4.7,mb,,65,5.957,0.56,us,us7000dxwq,2021-07-03T16:49:54.040Z,"271 km E of Samarai, Papua New Guinea",earthquake,6.7,1.7,0.091,39,reviewed,us,us
2021-04-21T07:00:29.157Z,-10.2567,153.192,10,4.4,mb,,109,6.004,0.47,us,us7000dxw8,2021-07-03T16:49:51.040Z,"279 km E of Samarai, Papua New Guinea",earthquake,9.5,2,0.189,9,reviewed,us,us
2021-04-16T03:42:05.195Z,-10.2439,116.9849,19.31,5.4,mww,,46,3.304,1.29,us,us6000e1zp,2021-07-03T16:47:37.040Z,"187 km SSE of Praya, Indonesia",earthquake,7.3,3.2,0.075,17,reviewed,us,us
2021-04-16T03:30:32.843Z,-10.4818,117.0122,15.65,4.1,mb,,99,3.457,0.92,us,us6000e3mn,2021-07-03T16:49:04.040Z,"212 km SSE of Praya, Indonesia",earthquake,10.6,2.8,0.235,5,reviewed,us,us
2021-04-16T03:20:39.467Z,-11.344,117.8996,10,4.1,mb,,122,4.667,0.92,us,us6000e3mm,2021-07-03T16:49:04.040Z,"south of Sumbawa, Indonesia",earthquake,10.2,1.9,0.213,6,reviewed,us,us
2021-04-15T10:36:22.132Z,-10.4175,117.0405,19,5.4,mww,,46,3.444,1.31,us,us6000e1rc,2021-06-19T21:25:43.040Z,"207 km SSE of Praya, Indonesia",earthquake,6.7,1.6,0.058,29,reviewed,us,us
2021-04-15T01:23:56.331Z,-11.3644,122.3482,10,4.3,mb,,86,2.473,0.87,us,us6000e3fy,2021-06-19T21:26:28.040Z,"190 km SW of Kupang, Indonesia",earthquake,4.5,1.9,0.168,10,reviewed,us,us
2021-03-27T09:12:01.317Z,-10.9329,113.6943,10,4.3,mb,,122,2.488,0.53,us,us6000dyar,2021-06-08T17:59:47.040Z,"285 km S of Gambiran Satu, Indonesia",earthquake,8.1,1.9,0.187,9,reviewed,us,us
2021-03-18T12:57:27.858Z,-10.9099,110.5576,39.45,4.4,mb,,66,2.978,0.69,us,us7000dkkz,2021-05-26T22:08:54.040Z,"south of Java, Indonesia",earthquake,8.2,4.8,0.123,19,reviewed,us,us
2021-03-12T13:57:44.133Z,-22.2507,129.5263,10,4.5,mb,,71,4.313,0.8,us,us7000dimt,2021-05-26T22:06:17.040Z,"Northern Territory, Australia",earthquake,7.5,1.9,0.15,13,reviewed,us,us
2021-02-24T03:31:59.182Z,-18.4142,120.4987,10,4.2,mb,,134,2.824,0.93,us,us7000delu,2021-05-04T14:16:47.040Z,"188 km WSW of Cable Beach, Australia",earthquake,7.2,1.9,0.526,1,reviewed,us,us
2021-02-23T12:29:11.124Z,-11.4623,117.7654,10,4.3,mb,,99,4.637,0.72,us,us7000ddy4,2021-05-04T14:16:34.040Z,"south of Sumbawa, Indonesia",earthquake,7.5,1.9,0.168,11,reviewed,us,us
2021-02-14T15:03:40.630Z,-10.3411,123.2296,10,4.5,mb,,157,1.176,0.83,us,us6000djfs,2021-04-23T21:04:35.040Z,"45 km WSW of Kupang, Indonesia",earthquake,7.8,1.9,0.381,2,reviewed,us,us
2021-02-14T15:02:38.577Z,-10.529,123.4047,10,4.3,mb,,138,1.145,0.48,us,us6000djf9,2021-04-23T21:04:35.040Z,"45 km SSW of Kupang, Indonesia",earthquake,5.7,1.9,0.265,4,reviewed,us,us
2021-02-13T15:19:09.397Z,-10.5255,123.4288,10,4.8,mb,,113,1.125,0.89,us,us6000dhfe,2021-04-23T21:04:29.040Z,"43 km SSW of Kupang, Indonesia",earthquake,3.8,1.9,0.134,17,reviewed,us,us
2021-02-13T14:37:58.374Z,-10.5196,123.3513,10,4.7,mb,,109,1.179,1.2,us,us6000djdc,2021-04-23T21:04:29.040Z,"47 km SW of Kupang, Indonesia",earthquake,7.9,1.9,0.245,5,reviewed,us,us
2021-02-08T15:28:06.578Z,-10.7214,117.2382,10,4.5,mb,,112,3.777,0.63,us,us6000dh3j,2021-04-22T21:51:34.040Z,"246 km SSE of Praya, Indonesia",earthquake,7.6,1.9,0.145,14,reviewed,us,us
2021-01-29T19:47:55.783Z,-13.9672,121.8641,10,5.7,mww,,24,4.131,0.98,us,us6000dd2i,2021-04-16T19:02:21.040Z,"northwest of Australia",earthquake,6.7,1.7,0.086,13,reviewed,us,us
2021-01-27T21:48:08.274Z,-11.4291,118.5098,10,4.2,mb,,90,4.602,0.8,us,us6000def6,2021-04-13T17:06:44.040Z,"274 km SW of Waingapu, Indonesia",earthquake,8.4,1.9,0.176,9,reviewed,us,us
2021-01-27T03:13:22.948Z,-10.5209,123.7781,10,4.9,mb,,64,0.332,0.59,us,us7000d3kg,2021-04-13T17:04:13.040Z,"43 km SSE of Kupang, Indonesia",earthquake,5.3,1.8,0.11,26,reviewed,us,us
2021-01-25T18:12:04.201Z,-11.7796,116.504,10,4,mb,,112,4.021,0.87,us,us6000ddwm,2021-04-13T17:04:39.040Z,"South of Lombok, Indonesia",earthquake,8.1,1.9,0.196,7,reviewed,us,us
2021-01-19T06:32:49.658Z,-11.7978,116.4945,10,4.4,mb,,114,4.031,0.89,us,us7000d3qq,2021-03-27T21:06:25.040Z,"South of Lombok, Indonesia",earthquake,6.3,1.8,0.143,14,reviewed,us,us
2021-01-18T21:33:52.904Z,-11.3297,117.7775,10,4,mb,,90,4.564,1.23,us,us7000d3py,2021-03-27T21:06:22.040Z,"south of Sumbawa, Indonesia",earthquake,3.3,1.9,0.195,7,reviewed,us,us
2021-01-08T14:04:33.435Z,-11.9349,116.3819,10,4.3,mb,,62,4.083,0.73,us,us6000d6r3,2021-03-20T21:22:52.040Z,"South of Lombok, Indonesia",earthquake,6.3,1.8,0.137,15,reviewed,us,us
2021-01-05T11:56:18.094Z,-10.4267,123.8207,10,5.1,mb,,71,0.799,0.63,us,us6000d5r8,2021-03-13T22:59:22.040Z,"36 km SE of Kupang, Indonesia",earthquake,6.2,1.9,0.095,36,reviewed,us,us
2020-12-31T00:11:08.050Z,-11.8334,116.4842,10,4,mb,,105,4.054,0.52,us,us6000d7g1,2021-03-06T23:20:49.040Z,"South of Lombok, Indonesia",earthquake,9.9,1.9,0.212,6,reviewed,us,us
2020-12-29T00:37:03.593Z,-10.3351,120.251,35,4.6,mb,,79,2.586,0.81,us,us6000d3ug,2021-03-06T23:20:05.040Z,"75 km S of Waingapu, Indonesia",earthquake,6.8,2,0.116,22,reviewed,us,us
2020-12-18T07:58:36.054Z,-10.2395,117.2994,45.62,4.3,mb,,92,3.568,0.69,us,us6000d1wu,2021-02-27T23:23:39.040Z,"193 km S of Sumbawa Besar, Indonesia",earthquake,8.3,10.9,0.201,7,reviewed,us,us
2020-12-14T15:39:29.556Z,-10.8905,113.2626,10,4.5,mb,,105,2.559,0.48,us,us7000cs42,2021-02-20T16:12:41.040Z,"288 km S of Kencong, Indonesia",earthquake,9,1.9,0.164,11,reviewed,us,us
2020-12-09T09:37:44.085Z,-10.3657,118.9179,35,4,mb,,86,3.698,0.46,us,us7000cqzz,2021-02-20T16:11:56.040Z,"167 km WSW of Waingapu, Indonesia",earthquake,3.7,2,0.173,10,reviewed,us,us
2020-11-20T10:58:39.325Z,-33.9502,149.8176,10,3,ml,,182,1.523,0.5,us,us6000cqrk,2021-02-03T17:50:07.040Z,"27 km S of Oberon, Australia",earthquake,11.9,2,0.148,6,reviewed,us,us
2020-11-18T00:28:48.337Z,-11.1553,112.1116,10,4.5,mb,,80,3.341,0.9,us,us6000cqu6,2021-02-03T17:50:50.040Z,"south of Java, Indonesia",earthquake,8.1,1.8,0.163,11,reviewed,us,us
2020-10-07T06:50:13.063Z,-10.4732,121.011,54.21,4.9,mb,,76,2.19,0.96,us,us6000c6cn,2020-12-19T17:22:37.040Z,"121 km SE of Waingapu, Indonesia",earthquake,6.6,6.4,0.091,38,reviewed,us,us
2020-10-02T01:48:36.671Z,-11.7567,117.0309,10,4.8,mb,,101,4.324,1.27,us,us6000c4iw,2020-12-12T22:28:33.040Z,"south of Sumbawa, Indonesia",earthquake,8.4,1.9,0.124,22,reviewed,us,us
2020-09-29T12:11:40.790Z,-21.1983,117.2943,10,4.5,mb,,93,2.274,0.82,us,us6000c2il,2020-12-05T21:03:06.040Z,"60 km SSE of Wickham, Australia",earthquake,9,1.9,0.156,12,reviewed,us,us
2020-09-28T03:44:54.775Z,-11.429,118.0339,10,4.8,mb,,44,4.823,0.85,us,us6000c216,2020-12-05T21:03:02.040Z,"south of Sumbawa, Indonesia",earthquake,7.4,1.9,0.1,31,reviewed,us,us
2020-09-25T20:24:20.664Z,-10.5281,117.547,14.71,4.7,mb,,46,3.923,1.07,us,us6000c1ds,2020-12-05T21:02:58.040Z,"225 km S of Sumbawa Besar, Indonesia",earthquake,7,4.1,0.072,66,reviewed,us,us
2020-09-03T15:19:02.096Z,-39.5056,119.828,10,4.1,mb,,116,6.456,1.27,us,us7000bk95,2020-11-17T19:44:27.040Z,"off the south coast of Australia",earthquake,6.4,1.9,0.158,13,reviewed,us,us
2020-08-23T03:00:52.644Z,-20.9471,146.2574,10,4.7,mb,,131,0.855,0.83,us,us6000bja6,2020-10-31T19:06:18.040Z,"96 km S of Charters Towers City, Australia",earthquake,6.4,1.9,0.138,18,reviewed,us,us
2020-08-19T16:30:15.096Z,-10.3719,124.2131,10,4.9,mb,,62,0.615,1.08,us,us6000bh6p,2020-10-31T19:06:08.040Z,"57 km S of Soe, Indonesia",earthquake,5.3,1.9,0.078,54,reviewed,us,us
2020-08-19T02:09:01.887Z,-11.6389,119.7514,10,4.8,mb,,36,3.859,0.9,us,us6000bgxk,2020-10-31T19:06:07.040Z,"226 km SSW of Waingapu, Indonesia",earthquake,6.6,1.8,0.079,50,reviewed,us,us
2020-08-14T13:21:35.017Z,-10.4428,124.3686,10,5.1,mb,,114,0.69,0.83,us,us6000bepn,2020-10-24T20:08:51.040Z,"65 km S of Soe, Indonesia",earthquake,4.4,1.9,0.088,42,reviewed,us,us
2020-08-05T21:49:46.192Z,-11.5582,121.3501,9.72,4.2,mb,,88,2.639,0.48,us,us6000bcpt,2020-10-21T22:04:10.040Z,"241 km SSE of Waingapu, Indonesia",earthquake,5.8,6.1,0.374,2,reviewed,us,us
2020-07-31T20:37:44.180Z,-10.8163,151.0067,10,4.2,mb,,168,4.039,0.98,us,us6000b7ng,2020-10-10T17:11:06.040Z,"44 km ESE of Samarai, Papua New Guinea",earthquake,6.7,2,0.166,11,reviewed,us,us
2020-07-24T12:38:53.931Z,-10.4048,116.0904,10,4.6,mb,,109,2.711,0.76,us,us6000b66x,2020-10-03T17:32:31.040Z,"185 km S of Lembar, Indonesia",earthquake,9,1.9,0.095,33,reviewed,us,us
2020-07-07T07:58:01.292Z,-11.0184,115.232,10,4.7,mb,,67,2.746,0.96,us,us7000ajd4,2020-09-11T22:14:25.040Z,"245 km S of Nusa Dua, Indonesia",earthquake,7.1,1.8,0.1,30,reviewed,us,us
2020-07-06T09:14:09.874Z,-11.4699,114.781,10,4.2,mb,,129,3.044,0.98,us,us7000alev,2020-09-11T22:14:19.040Z,"299 km S of Jimbaran, Indonesia",earthquake,9.1,1.9,0.152,12,reviewed,us,us
2020-05-14T05:53:33.305Z,-33.7003,138.7666,7.04,4.4,mb,,104,2.998,0.51,us,us70009fvb,2020-08-02T00:32:07.040Z,"15 km WSW of Burra, Australia",earthquake,6.7,6.4,0.178,9,reviewed,us,us
2020-05-02T17:48:38.784Z,-32.3551,150.8055,16.05,4,mb,,48,2.055,1.15,us,us70009brt,2020-07-18T21:57:44.040Z,"11 km ENE of Denman, Australia",earthquake,5.8,4.2,0.156,15,reviewed,us,us
2020-04-26T21:27:12.973Z,-11.5771,116.726,10,4.4,mb,,118,3.994,0.64,us,us700097pa,2020-07-11T22:19:27.040Z,"South of Lombok, Indonesia",earthquake,9,1.9,0.134,16,reviewed,us,us
2020-04-16T02:11:03.279Z,-11.109,115.1379,10,4.2,mb,,134,2.796,0.65,us,us60009anx,2020-07-09T14:31:10.040Z,"255 km S of Nusa Dua, Indonesia",earthquake,9.8,1.9,0.167,10,reviewed,us,us
2020-04-15T07:11:04.854Z,-19.8545,148.77,10,5,mb,,31,2.381,1.33,us,us70008wkb,2020-07-09T14:31:06.040Z,"32 km NNW of Whitsundays, Australia",earthquake,4.1,1.8,0.102,31,reviewed,us,us
2020-04-13T10:58:11.740Z,-11.3411,119.2395,10,4.1,mb,,98,3.993,0.9,us,us70008vfm,2020-06-30T14:03:04.040Z,"217 km SSW of Waingapu, Indonesia",earthquake,3.2,1.9,0.127,17,reviewed,us,us
2020-04-12T22:03:26.948Z,-17.134,121.9442,10,4.3,mb,,82,4.517,0.88,us,us70008ymd,2020-06-30T14:03:15.040Z,"90 km NNW of Bilingurr, Australia",earthquake,5.2,1.9,0.177,9,reviewed,us,us
2020-04-11T10:44:01.357Z,-18.1361,120.3644,10,4.2,mb,,75,3.065,0.79,us,us70008yjt,2020-06-30T14:03:13.040Z,"196 km W of Cable Beach, Australia",earthquake,7.7,1.8,0.159,12,reviewed,us,us
2020-04-04T18:26:14.428Z,-11.3137,115.2912,10,4.4,mb,,111,3.04,1.06,us,us70008sdl,2020-06-21T00:55:00.040Z,"278 km S of Nusa Dua, Indonesia",earthquake,7.2,1.9,0.139,16,reviewed,us,us
2020-04-03T18:38:24.879Z,-11.1856,115.3875,10,4.6,mb,,72,2.96,0.64,us,us70008mxn,2020-06-21T00:54:52.040Z,"264 km S of Nusa Dua, Indonesia",earthquake,10.6,1.9,0.092,42,reviewed,us,us
2020-03-29T22:53:21.268Z,-11.0415,115.2858,10,4.2,mb,,110,2.788,0.49,us,us70008lq3,2020-06-13T18:44:38.040Z,"247 km S of Nusa Dua, Indonesia",earthquake,6.3,1.9,0.153,12,reviewed,us,us
2020-03-28T09:44:59.739Z,-10.9835,115.2504,10,4.6,mb,,62,2.722,0.87,us,us70008hs0,2020-06-13T18:44:37.040Z,"241 km S of Nusa Dua, Indonesia",earthquake,5.2,1.9,0.091,36,reviewed,us,us
2020-03-28T00:16:29.752Z,-11.1093,115.1653,10,4.4,mb,,96,2.806,1.09,us,us70008klr,2020-06-13T18:44:37.040Z,"255 km S of Nusa Dua, Indonesia",earthquake,8,1.9,0.114,22,reviewed,us,us
2020-03-27T21:53:56.021Z,-10.9995,115.2578,10,4.5,mb,,117,2.739,1.01,us,us70008hkb,2020-06-13T18:44:37.040Z,"243 km S of Nusa Dua, Indonesia",earthquake,5.2,1.9,0.093,34,reviewed,us,us
2020-03-25T06:31:53.839Z,-11.145,115.2162,10,4,mb,,118,2.857,0.92,us,us70008ixm,2020-06-13T18:44:37.040Z,"259 km S of Nusa Dua, Indonesia",earthquake,7.8,1.9,0.184,8,reviewed,us,us
2020-03-23T19:30:47.144Z,-11.2593,115.3372,16.93,4.1,mb,,111,3.007,1.05,us,us70008hf7,2020-06-06T20:54:12.040Z,"272 km S of Nusa Dua, Indonesia",earthquake,8.4,5.2,0.158,11,reviewed,us,us
2020-03-22T06:48:43.462Z,-11.0131,115.1587,10,4.9,mww,,51,2.714,0.92,us,us70008dyh,2020-06-06T20:54:05.040Z,"244 km S of Nusa Dua, Indonesia",earthquake,6.6,1.8,0.093,11,reviewed,us,us
2020-03-21T22:45:53.885Z,-11.1703,115.1961,10,4.4,mb,,111,2.873,0.76,us,us70008dsb,2020-06-06T20:54:03.040Z,"262 km S of Nusa Dua, Indonesia",earthquake,8.2,1.9,0.114,22,reviewed,us,us
2020-03-20T22:26:00.431Z,-11.0171,115.2515,10,4.4,mb,,124,2.753,0.67,us,us70008h0j,2020-06-06T20:53:59.040Z,"245 km S of Nusa Dua, Indonesia",earthquake,9.1,1.9,0.12,20,reviewed,us,us
2020-03-18T22:51:41.919Z,-10.8943,115.1472,10,4.4,mb,,119,2.6,0.82,us,us70008gz1,2020-06-06T20:53:51.040Z,"231 km S of Nusa Dua, Indonesia",earthquake,9.8,1.9,0.135,16,reviewed,us,us
2020-03-18T17:45:39.299Z,-11.0521,115.1378,20.68,6.2,mww,,24,2.743,1.19,us,us60008hzl,2020-06-06T20:53:49.040Z,"249 km S of Nusa Dua, Indonesia",earthquake,7.1,3.1,0.038,65,reviewed,us,us
2020-03-15T21:05:32.421Z,-10.4691,118.2924,10,5.2,mww,,47,4.296,0.86,us,us60008g6f,2020-05-30T22:17:12.040Z,"214 km S of Dompu, Indonesia",earthquake,6.5,1.7,0.055,32,reviewed,us,us
2020-02-27T21:28:07.612Z,-10.4912,116.4622,10,4.9,mb,,99,3.037,0.72,us,us600089kg,2020-05-19T22:14:29.040Z,"198 km S of Praya, Indonesia",earthquake,7.1,1.8,0.069,65,reviewed,us,us
2020-02-18T13:13:06.954Z,-10.6893,116.0795,10,4.3,mb,,102,2.911,0.74,us,us70007vxi,2020-05-02T22:10:36.040Z,"217 km S of Lembar, Indonesia",earthquake,3.7,1.9,0.148,14,reviewed,us,us
2020-02-13T15:17:25.408Z,-11.5505,113.2109,10,4.8,mb,,128,3.198,0.51,us,us70007pgl,2020-05-02T22:09:45.040Z,"south of Java, Indonesia",earthquake,8.9,1.9,0.085,48,reviewed,us,us
2020-02-10T09:24:38.966Z,-21.4511,114.9944,10,4.3,mb,,127,1.38,1.31,us,us70007mgp,2020-04-25T22:19:08.040Z,"23 km NNW of Onslow, Australia",earthquake,8.1,1.9,0.161,11,reviewed,us,us
2020-02-01T02:39:54.129Z,-11.4495,118.4631,10,4.1,mb,,94,4.651,1.03,us,us70007mk1,2020-04-18T22:10:30.040Z,"279 km SW of Waingapu, Indonesia",earthquake,6.6,1.9,0.214,6,reviewed,us,us
2020-02-01T02:36:54.288Z,-11.4085,118.4269,10,4.7,mb,,94,4.655,0.91,us,us60007lww,2020-04-18T22:10:07.040Z,"279 km SW of Waingapu, Indonesia",earthquake,7.6,1.9,0.108,26,reviewed,us,us
2020-01-30T04:25:18.680Z,-11.3532,118.5747,10,4.2,mb,,117,5.214,0.92,us,us70007ky2,2020-04-18T22:10:29.040Z,"263 km SW of Waingapu, Indonesia",earthquake,8.7,1.9,0.167,10,reviewed,us,us
2020-01-30T03:46:16.387Z,-11.5219,118.4161,10,4.2,mb,,98,4.731,0.81,us,us70007kxz,2020-04-18T22:10:28.040Z,"288 km SW of Waingapu, Indonesia",earthquake,7.1,1.9,0.159,11,reviewed,us,us
2020-01-28T04:47:27.467Z,-11.6731,124.3402,10,4.5,mb,,78,1.601,0.92,us,us60007hxq,2020-04-11T18:21:00.040Z,"184 km SSE of Kupang, Indonesia",earthquake,3.5,1.9,0.151,13,reviewed,us,us
2020-01-28T03:10:54.891Z,-23.5546,126.4035,10,4.4,mb,,68,5.475,1.01,us,us60007hwd,2020-04-11T18:21:00.040Z,"Western Australia",earthquake,7.5,2,0.24,5,reviewed,us,us
2020-01-22T17:54:35.899Z,-10.4557,124.3151,10,4.4,mb,,134,0.687,0.5,us,us60007liy,2020-04-11T18:21:08.040Z,"65 km S of Soe, Indonesia",earthquake,8.5,1.9,0.123,19,reviewed,us,us
2020-01-16T22:04:24.935Z,-10.472,124.1355,10,4.9,mb,,78,0.723,0.95,us,us700071b1,2020-04-08T19:40:14.040Z,"66 km ESE of Kupang, Indonesia",earthquake,6,1.9,0.08,49,reviewed,us,us
2020-01-15T12:16:41.567Z,-10.4167,124.0807,10,4.5,mb,,78,0.682,0.97,us,us7000707w,2020-04-08T19:40:10.040Z,"58 km ESE of Kupang, Indonesia",earthquake,8.5,1.9,0.103,29,reviewed,us,us
2020-01-15T08:35:52.232Z,-11.6382,116.6649,32.54,4.7,mb,,103,4.004,1.2,us,us7000703r,2020-04-08T19:40:09.040Z,"South of Lombok, Indonesia",earthquake,8.1,3.8,0.115,23,reviewed,us,us
2020-01-15T07:55:30.169Z,-10.3733,124.0857,10,5.7,mww,,34,0.447,1.42,us,us7000702n,2022-03-10T04:59:57.531Z,"Timor region, Indonesia",earthquake,5.7,1.7,0.063,24,reviewed,us,us
2020-01-07T02:36:33.098Z,-11.4575,118.3983,10,4.2,mb,,90,5.128,0.77,us,us60007c5u,2020-03-21T17:13:28.040Z,"285 km SW of Waingapu, Indonesia",earthquake,8,1.9,0.176,9,reviewed,us,us
2020-01-06T22:31:53.408Z,-11.3061,118.4931,10,5.3,mww,,41,4.543,0.69,us,us70006vg3,2020-03-21T17:13:16.040Z,"266 km SW of Waingapu, Indonesia",earthquake,7.6,1.8,0.052,35,reviewed,us,us
2020-01-05T21:05:02.937Z,-11.7611,116.3191,10,4.4,mb,,54,3.904,0.86,us,us600079bd,2020-03-21T17:13:27.040Z,"South of Lombok, Indonesia",earthquake,7.9,1.9,0.123,19,reviewed,us,us
2019-12-20T14:29:10.383Z,-12.1704,136.124,10,4.1,mb,,100,4.919,0.95,us,us70006p3w,2020-03-07T17:47:38.040Z,"62 km ESE of Galiwinku, Australia",earthquake,4.5,1.9,0.214,10,reviewed,us,us
2019-12-16T05:29:42.556Z,-32.3497,150.8136,10,4.2,mb,,93,2.047,0.84,us,us60006s1c,2020-03-04T21:27:08.040Z,"12 km SW of Muswellbrook, Australia",earthquake,6.5,1.9,0.136,15,reviewed,us,us
2019-12-16T04:27:39.966Z,-32.3604,150.7501,10,3.7,mb,,120,2.076,0.91,us,us60006s1e,2020-03-04T21:27:08.040Z,"6 km ENE of Denman, Australia",earthquake,8,2,0.205,6,reviewed,us,us
2019-12-06T01:03:37.741Z,-11.4571,117.0377,35,4.5,mb,,102,4.109,1.39,us,us60006mrl,2020-02-29T19:53:00.040Z,"south of Sumbawa, Indonesia",earthquake,5.5,1.9,0.121,20,reviewed,us,us
2019-11-26T17:24:36.868Z,-10.2438,113.7797,10,4.6,mb,,100,1.8,0.84,us,us70006das,2020-02-19T18:58:08.040Z,"208 km S of Gambiran Satu, Indonesia",earthquake,5,1.9,0.092,38,reviewed,us,us
2019-11-22T13:46:38.746Z,-12.732,113.3209,10,4.1,mb,,147,4.313,0.47,us,us70006eg8,2020-02-14T22:02:26.040Z,"northwest of Australia",earthquake,11,1.9,0.165,10,reviewed,us,us
2019-11-19T20:27:24.096Z,-12.6325,113.3054,10,4.8,mww,,50,4.219,1.02,us,us70006a20,2020-02-14T22:02:05.040Z,"northwest of Australia",earthquake,6.7,1.7,0.075,17,reviewed,us,us
2019-11-18T21:59:13.278Z,-18.3143,120.3976,10,4.3,mb,,74,2.898,1.12,us,us700069mj,2020-02-07T20:22:16.040Z,"196 km W of Cable Beach, Australia",earthquake,8,1.9,0.189,8,reviewed,us,us
2019-11-02T22:03:19.938Z,-18.149,120.3479,10,4.4,mb,,84,3.05,1,us,us600069c1,2020-01-18T20:00:45.040Z,"198 km W of Cable Beach, Australia",earthquake,6.8,2,0.268,4,reviewed,us,us
2019-10-26T04:57:19.595Z,-18.3745,120.6248,10,4.2,mb,,93,2.895,1.38,us,us6000635e,2020-01-11T21:26:42.040Z,"174 km WSW of Cable Beach, Australia",earthquake,7.8,1.9,0.263,4,reviewed,us,us
2019-10-22T05:10:32.156Z,-11.1776,121.3977,10,4.3,mb,,80,2.426,1.28,us,us70005x28,2020-01-11T21:26:21.040Z,"209 km SE of Waingapu, Indonesia",earthquake,6.1,1.8,0.126,18,reviewed,us,us
2019-10-13T12:48:28.098Z,-18.187,120.3487,10,4.2,mb,,96,3.013,0.96,us,us70005tvt,2019-12-28T20:45:51.040Z,"198 km W of Cable Beach, Australia",earthquake,5.8,1.7,0.187,9,reviewed,us,us
2019-09-24T03:51:38.210Z,-18.1494,120.3243,10,4.6,mb,,84,3.045,0.79,us,us60005mji,2019-12-20T19:01:58.040Z,"201 km W of Cable Beach, Australia",earthquake,8,1.9,0.173,10,reviewed,us,us
2019-09-19T12:38:35.347Z,-11.0832,115.228,10,4.4,mb,,119,2.804,0.86,us,us70005mf0,2019-12-10T17:27:14.040Z,"252 km S of Nusa Dua, Indonesia",earthquake,6,1.9,0.162,11,reviewed,us,us
2019-09-18T14:46:20.951Z,-10.555,152.3556,10,5.2,mww,,55,5.244,0.86,us,us70005hvv,2019-12-10T17:27:11.040Z,"185 km E of Samarai, Papua New Guinea",earthquake,8.9,1.9,0.055,32,reviewed,us,us
2019-09-15T22:05:30.702Z,-30.3214,117.8995,10,4.4,mb,,115,2.043,0.97,us,us60005m9j,2019-12-05T18:30:52.040Z,"133 km NNW of Merredin, Australia",earthquake,4.8,1.9,0.162,11,reviewed,us,us
2019-09-11T09:01:00.622Z,-23.6049,127.4754,10,4.1,mb,,37,5.741,0.71,us,us70005enr,2019-12-05T18:30:57.040Z,"Western Australia",earthquake,6.2,1.8,0.175,9,reviewed,us,us
2019-09-08T07:39:24.908Z,-11.4794,122.3354,10,4,mb,,159,1.817,0.17,us,us70005h4g,2019-11-30T19:36:13.040Z,"200 km SW of Kupang, Indonesia",earthquake,7.6,2,0.232,5,reviewed,us,us
2019-08-31T21:00:25.860Z,-35.3037,134.3524,11.69,4.2,mb,,78,2.862,1.22,us,us70005cdt,2019-11-15T17:21:07.040Z,"off the south coast of Australia",earthquake,7,4.7,0.136,15,reviewed,us,us
2019-08-18T12:49:44.803Z,-19.7672,133.9199,10,4.1,mb,,64,0.445,1.36,us,us700058g0,2019-11-02T15:26:24.040Z,"31 km WSW of Tennant Creek, Australia",earthquake,5.2,1.9,0.198,7,reviewed,us,us
2019-08-18T11:38:41.484Z,-20.8538,151.929,10,4.7,mb,,51,4.561,0.72,us,us600056px,2019-11-02T15:26:14.040Z,"279 km NNE of Yeppoon, Australia",earthquake,6.7,1.7,0.117,22,reviewed,us,us
2019-08-18T07:06:43.229Z,-11.2795,123.8942,10,4.8,mb,,65,1.558,0.73,us,us600056m9,2019-11-02T15:26:13.040Z,"126 km SSE of Kupang, Indonesia",earthquake,6,1.9,0.105,28,reviewed,us,us
2019-08-16T12:25:43.528Z,-18.2645,120.3358,10,4.1,mb,,106,2.935,0.37,us,us700058e8,2019-11-02T15:26:22.040Z,"201 km W of Cable Beach, Australia",earthquake,7.2,2,0.197,7,reviewed,us,us
2019-08-13T02:14:45.386Z,-33.7743,131.142,10,4.6,mb,,70,4.228,0.88,us,us600054d0,2019-11-02T15:26:02.040Z,"298 km SW of Ceduna, Australia",earthquake,9,1.9,0.133,17,reviewed,us,us
2019-08-12T19:11:48.070Z,-21.4847,120.5547,10,4.6,mb,,84,0.665,1.07,us,us60005463,2019-10-29T20:34:09.040Z,"64 km NE of Nullagine, Australia",earthquake,3.7,2,0.172,10,reviewed,us,us
2019-08-05T19:42:44.935Z,-10.776,113.8783,10,4.2,mb,,162,2.307,0.77,us,us600054mb,2019-10-19T21:42:22.040Z,"260 km SSW of Jimbaran, Indonesia",earthquake,10.2,2,0.167,10,reviewed,us,us
2019-08-01T23:03:58.468Z,-18.3516,120.447,10,4.9,mb,,42,2.873,0.68,us,us60004yx2,2019-10-19T21:42:04.040Z,"191 km WSW of Cable Beach, Australia",earthquake,6.6,1.9,0.112,25,reviewed,us,us
2019-08-01T16:49:19.387Z,-34.6232,117.6946,10,4.2,mb,,165,1.733,0.72,us,us600052tn,2019-10-19T21:42:18.040Z,"2 km ENE of Mount Barker, Australia",earthquake,8.9,2,0.159,11,reviewed,us,us
