time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-08-31T22:12:57.660Z,-10.687,124.3931,10,4.4,mb,,111,0.934,0.97,us,us2000haf0,2018-11-07T18:37:12.040Z,"92 km S of Soe, Indonesia",earthquake,6.2,1.6,0.219,6,reviewed,us,us
2018-08-31T21:53:35.140Z,-10.8152,124.2802,10,5.1,mww,,92,1.053,0.78,us,us2000h69g,2018-11-07T18:37:07.040Z,"102 km SE of Kupang, Indonesia",earthquake,5.4,1.8,0.063,24,reviewed,us,us
2018-08-28T13:22:38.360Z,-10.781,124.2671,10,4.6,mb,,114,1.019,0.77,us,us2000h99b,2018-11-07T18:37:10.040Z,"98 km SE of Kupang, Indonesia",earthquake,7.7,1.7,0.193,8,reviewed,us,us
2018-08-28T11:55:45.260Z,-10.871,124.2173,10,5,mww,,62,1.109,1,us,us1000gijz,2018-11-07T18:37:03.040Z,"102 km SE of Kupang, Indonesia",earthquake,5.8,1.7,0.069,20,reviewed,us,us
2018-08-28T11:03:56.640Z,-10.8386,124.2837,10,4.4,mb,,68,1.076,1.06,us,us2000h992,2018-11-07T18:37:10.040Z,"104 km SE of Kupang, Indonesia",earthquake,7.4,1.9,0.154,12,reviewed,us,us
2018-08-28T09:44:32.260Z,-10.8193,124.5399,10,4.1,mb,,111,1.09,1.08,us,us2000h999,2018-11-07T18:37:10.040Z,"109 km SSE of Soe, Indonesia",earthquake,5.6,2,0.303,3,reviewed,us,us
2018-08-28T08:43:14.380Z,-10.7748,124.3034,10,4.4,mb,,104,1.013,1.42,us,us2000h98y,2018-11-07T18:37:10.040Z,"101 km S of Soe, Indonesia",earthquake,2.8,1.9,0.135,16,reviewed,us,us
2018-08-28T08:40:55.530Z,-10.674,124.3738,10,4.5,mb,,112,0.919,1.03,us,us2000h998,2018-11-07T18:37:10.040Z,"90 km S of Soe, Indonesia",earthquake,6.5,1.9,0.164,11,reviewed,us,us
2018-08-28T07:13:32.150Z,-10.631,124.1363,8.18,5.7,mww,,82,0.879,1.21,us,us1000giie,2022-05-03T19:28:35.894Z,"77 km SE of Kupang, Indonesia",earthquake,7.3,3.4,0.089,12,reviewed,us,us
2018-08-28T07:08:11.360Z,-10.773,124.1871,14,6.2,mww,,74,1.014,1.4,us,us1000gii0,2022-05-03T15:27:51.979Z,"92 km SE of Kupang, Indonesia",earthquake,8.9,1.8,0.053,34,reviewed,us,us
2018-08-25T16:37:28.470Z,-11.1846,111.7478,10,4.2,mb,,79,3.468,1.22,us,us2000h77n,2018-11-01T17:51:05.040Z,"south of Java, Indonesia",earthquake,7.3,2,0.14,14,reviewed,us,us
2018-08-15T16:45:34.970Z,-31.2533,111.498,10,4.3,mb,,197,4.255,0.9,us,us1000gekr,2018-10-27T16:22:08.040Z,"west of Australia",earthquake,8.8,2,0.169,10,reviewed,us,us
2018-08-11T19:44:42.450Z,-41.4447,119.9841,10,4.4,mb,,125,7.989,0.61,us,us1000gaiz,2018-10-17T18:11:56.040Z,"south of Australia",earthquake,7.9,1.9,0.155,12,reviewed,us,us
2018-08-08T14:19:15.940Z,-32.3586,122.4347,10.35,4.1,mb,,84,4.419,0.73,us,us1000g5gz,2018-10-17T18:11:58.040Z,"146 km SSE of Kambalda East, Australia",earthquake,7.2,6.3,0.184,8,reviewed,us,us
2018-08-08T11:01:39.000Z,-34.877,139.184,13,3.2,ml,,,,0.2,us,us1000g5at,2018-10-17T18:11:56.040Z,"11 km WNW of Mannum, Australia",earthquake,8.5,4.7,,,reviewed,aust,aust
2018-08-06T12:06:25.230Z,-11.3772,118.2102,10,4.9,mb,,43,4.812,1.31,us,us1000g42x,2018-10-17T18:11:56.040Z,"294 km SW of Waingapu, Indonesia",earthquake,7.5,1.9,0.076,54,reviewed,us,us
2018-08-01T09:21:01.290Z,-10.561,123.9106,10,4.1,mb,,119,0.874,0.58,us,us1000g472,2018-10-16T15:34:16.040Z,"54 km SE of Kupang, Indonesia",earthquake,7.3,1.9,0.185,8,reviewed,us,us
2018-07-24T14:50:40.810Z,-10.3889,116.4874,30.12,4.9,mww,,61,2.99,0.92,us,us2000gcpp,2018-10-09T16:43:31.040Z,"187 km S of Praya, Indonesia",earthquake,7.5,5.3,0.11,8,reviewed,us,us
2018-07-23T13:48:30.160Z,-35.9718,144.2409,10,3,ml,,144,1.885,1.14,us,us2000gc5e,2018-10-09T16:43:32.040Z,"18 km S of Cohuna, Australia",earthquake,9.1,2,0.148,6,reviewed,us,us
2018-07-22T09:35:26.670Z,-10.8705,113.3061,10,4.2,mb,,76,2.526,1.22,us,us2000geki,2018-10-04T14:15:34.040Z,"286 km S of Kencong, Indonesia",earthquake,5,1.9,0.136,15,reviewed,us,us
2018-07-20T14:46:33.430Z,-10.3211,124.1167,25.64,4.4,mb,,111,0.581,1.17,us,us2000gdl3,2018-10-04T14:15:35.040Z,"54 km SSW of Soe, Indonesia",earthquake,4.2,7.2,0.169,10,reviewed,us,us
2018-07-09T12:45:32.590Z,-33.1295,138.5629,8.55,3.3,ml,,148,2.128,1.27,us,us2000g0qi,2022-08-08T05:52:00.748Z,"9 km NNW of Jamestown, Australia",earthquake,8.4,7.5,0.256,2,reviewed,us,us
2018-07-01T02:27:39.470Z,-33.618,136.7729,10,3.9,ml,,167,1.003,0.39,us,us2000ftar,2018-09-21T16:25:58.040Z,"15 km WNW of Cowell, Australia",earthquake,8,2,0.256,2,reviewed,us,us
2018-06-22T23:05:44.210Z,-11.6929,117.1144,8.87,4.5,mb,,101,4.331,1.44,us,us1000ez5q,2018-09-19T15:15:55.040Z,"south of Sumbawa, Indonesia",earthquake,6.9,4.5,0.102,28,reviewed,us,us
2018-06-20T02:54:32.190Z,-32.413,122.4811,8.11,4.5,mb,,74,4.45,0.69,us,us1000ew2s,2018-09-19T15:15:50.040Z,"154 km SSE of Kambalda East, Australia",earthquake,7.3,4.5,0.145,14,reviewed,us,us
2018-06-18T06:26:49.110Z,-26.0891,121.5452,10,4.5,mb,,58,4.757,0.93,us,us1000eu88,2018-09-19T15:15:47.040Z,"143 km ENE of Wiluna, Australia",earthquake,8.6,1.9,0.18,9,reviewed,us,us
2018-06-03T06:58:29.660Z,-42.5481,124.6437,10,4.4,mb,,133,12.061,0.55,us,us1000ehqm,2018-08-28T16:30:39.040Z,"south of Australia",earthquake,6.9,1.9,0.12,20,reviewed,us,us
2018-05-19T14:03:06.250Z,-11.4457,117.3821,43.21,4.5,mb,,100,4.343,0.96,us,us1000e8jr,2018-08-15T19:46:58.040Z,"south of Sumbawa, Indonesia",earthquake,6.9,6.8,0.099,30,reviewed,us,us
2018-05-16T22:48:48.590Z,-10.7228,115.0479,10,4.7,mb,,55,2.406,0.7,us,us1000e6v7,2018-08-15T19:46:54.040Z,"213 km S of Nusa Dua, Indonesia",earthquake,3.9,1.9,0.068,66,reviewed,us,us
2018-05-16T15:30:17.460Z,-10.8786,110.404,10,4.7,mb,,91,2.949,1.29,us,us1000e6f6,2018-08-15T19:46:53.040Z,"south of Java, Indonesia",earthquake,7.9,1.8,0.078,50,reviewed,us,us
2018-05-13T18:36:46.850Z,-10.7052,112.1271,35,4.3,mb,,133,2.986,1.43,us,us1000e79d,2018-08-08T15:22:21.040Z,"284 km SSW of Dampit, Indonesia",earthquake,8.6,2,0.153,12,reviewed,us,us
2018-05-12T00:50:55.680Z,-28.7372,139.3171,10,4.4,mb,,42,3.697,0.78,us,us1000e750,2018-08-08T15:22:14.040Z,"South Australia",earthquake,8.5,2,0.18,9,reviewed,us,us
2018-05-07T00:32:22.090Z,-11.3362,118.6595,10,4.2,mb,,92,4.429,0.86,us,us1000e2xr,2018-08-08T15:20:42.040Z,"255 km SW of Waingapu, Indonesia",earthquake,8.3,2,0.215,6,reviewed,us,us
2018-04-13T20:43:38.650Z,-11.4601,117.4895,10,4.1,mb,,112,4.431,1.08,us,us1000dnm0,2018-07-07T02:25:21.040Z,"south of Sumbawa, Indonesia",earthquake,5,2,0.165,10,reviewed,us,us
2018-04-12T01:50:49.560Z,-10.2914,119.1373,35,4.7,mb,,96,3.472,0.96,us,us2000dyjv,2018-07-07T02:25:19.040Z,"142 km WSW of Waingapu, Indonesia",earthquake,6.9,1.8,0.093,35,reviewed,us,us
2018-04-11T21:10:08.300Z,-10.2395,119.1353,35,4.1,mb,,89,3.45,0.66,us,us2000e24u,2018-07-07T02:25:18.040Z,"139 km WSW of Waingapu, Indonesia",earthquake,8.9,2,0.151,12,reviewed,us,us
2018-04-11T20:57:48.080Z,-10.3445,119.052,35,4.5,mb,,97,3.571,1.11,us,us2000dyd0,2018-07-07T02:25:18.040Z,"153 km WSW of Waingapu, Indonesia",earthquake,5.7,1.9,0.081,45,reviewed,us,us
2018-04-10T07:04:00.140Z,-11.6987,114.4511,10,4.4,mb,,81,3.221,0.49,us,us2000e1k6,2018-07-07T02:25:16.040Z,"south of Bali, Indonesia",earthquake,7.6,1.8,0.155,12,reviewed,us,us
2018-04-07T09:56:42.780Z,-10.709,117.287,10,4.8,mb,,91,3.808,0.59,us,us2000dvz9,2018-06-30T01:11:32.040Z,"245 km S of Sumbawa Besar, Indonesia",earthquake,3.3,1.9,0.076,54,reviewed,us,us
2018-03-23T19:39:05.090Z,-10.5263,123.6686,14.2,4.4,mb,,81,0.317,0.86,us,us1000daqe,2018-06-19T01:35:49.040Z,"39 km S of Kupang, Indonesia",earthquake,3.2,4.6,0.149,15,reviewed,us,us
2018-03-01T17:45:03.180Z,-11.6461,116.2899,10,4.4,mb,,85,3.793,1.15,us,us1000d27v,2018-05-27T01:06:07.040Z,"South of Lombok, Indonesia",earthquake,8.1,1.9,0.135,16,reviewed,us,us
2018-02-21T01:44:42.420Z,-10.4676,115.5512,35,4.7,mb,,83,2.417,1.19,us,us2000d5p0,2018-05-22T02:00:20.040Z,"187 km S of Nusa Dua, Indonesia",earthquake,7.6,2,0.088,39,reviewed,us,us
2018-02-21T00:33:10.070Z,-10.4816,120.3631,42.95,4.5,mb,,40,2.604,0.69,us,us2000d5n4,2018-05-22T02:00:20.040Z,"91 km S of Waingapu, Indonesia",earthquake,7.6,7.4,0.088,38,reviewed,us,us
2018-01-10T21:31:56.280Z,-18.867,123.3303,10,4,mb,,168,2.321,1.39,us,us2000cnw0,2018-04-03T01:40:25.040Z,"116 km SE of Roebuck, Australia",earthquake,7.9,2,0.3,3,reviewed,us,us
2018-01-03T17:41:01.870Z,-10.2531,109.846,10,4.1,mb,,79,2.42,1.26,us,us1000c0sl,2018-03-23T23:16:49.040Z,"259 km S of Bambanglipuro, Indonesia",earthquake,8.9,1.9,0.15,12,reviewed,us,us
2017-12-21T18:08:25.780Z,-10.7883,113.6408,10,4.4,mb,,70,2.358,0.81,us,us1000c12y,2018-03-14T00:58:25.040Z,"270 km SSW of Gambiran Satu, Indonesia",earthquake,10.3,1.9,0.13,17,reviewed,us,us
2017-12-17T10:54:01.460Z,-11.3604,118.6853,24.67,4.3,mb,,101,5.309,1.17,us,us1000bv23,2018-03-14T00:58:21.040Z,"255 km SW of Waingapu, Indonesia",earthquake,4.6,8.2,0.154,12,reviewed,us,us
2017-11-23T14:02:22.930Z,-10.6303,120.346,35,4.1,mb,,79,2.721,1.6,us,us1000bjtn,2018-02-14T02:01:12.040Z,"108 km S of Waingapu, Indonesia",earthquake,9.2,2,0.146,13,reviewed,us,us
2017-11-22T16:53:10.120Z,-10.4745,120.1982,35,4.5,mb,,83,2.717,1.12,us,us2000bsye,2018-02-14T02:01:11.040Z,"90 km S of Waingapu, Indonesia",earthquake,7.3,2,0.103,28,reviewed,us,us
2017-10-14T14:09:49.540Z,-10.8545,112.3622,10,4.5,mb,,93,2.954,1.38,us,us1000aun1,2018-01-09T02:15:00.040Z,"295 km S of Dampit, Indonesia",earthquake,7.5,1.9,0.128,18,reviewed,us,us
2017-10-14T14:03:30.060Z,-10.796,112.3139,10,4.6,mb,,75,2.937,1.18,us,us1000aun9,2018-01-09T02:15:00.040Z,"289 km S of Dampit, Indonesia",earthquake,7.6,1.9,0.141,15,reviewed,us,us
2017-10-14T06:06:57.440Z,-10.8307,112.2848,10,4.3,mb,,74,2.981,1.27,us,us1000as4w,2018-01-09T02:15:00.040Z,"294 km S of Dampit, Indonesia",earthquake,7.2,1.9,0.16,11,reviewed,us,us
2017-10-14T05:35:36.660Z,-10.8642,112.2993,10,4.7,mb,,76,2.999,0.78,us,us1000as11,2018-01-09T02:15:00.040Z,"297 km S of Dampit, Indonesia",earthquake,7.9,1.9,0.112,24,reviewed,us,us
2017-10-13T17:46:07.470Z,-11.5819,117.1579,10,4.2,mb,,103,4.28,0.94,us,us1000aukw,2018-01-09T02:14:59.040Z,"south of Sumbawa, Indonesia",earthquake,7.1,1.9,0.146,13,reviewed,us,us
2017-10-09T05:09:42.350Z,-10.4194,123.8525,31.1,4.5,mb,,64,0.281,1.04,us,us2000b2y8,2018-01-09T02:14:52.040Z,"38 km SE of Kupang, Indonesia",earthquake,4.9,6.5,0.106,26,reviewed,us,us
2017-09-28T08:12:59.680Z,-10.7449,117.2263,10,4.7,mb,,97,3.781,1.08,us,us2000avte,2017-12-22T21:56:26.040Z,"248 km SSE of Praya, Indonesia",earthquake,6,1.9,0.133,17,reviewed,us,us
2017-09-25T22:59:44.190Z,-10.6682,115.85,39.69,4.3,mb,,110,2.752,1.11,us,us2000b0hj,2017-12-22T21:56:22.040Z,"216 km S of Lembar, Indonesia",earthquake,7.5,7.5,0.129,17,reviewed,us,us
2017-09-17T00:41:32.330Z,-10.4335,123.9711,23.54,4.3,mb,,86,0.377,1.05,us,us2000at4v,2017-12-19T01:54:00.040Z,"49 km SE of Kupang, Indonesia",earthquake,5.8,8.5,0.217,6,reviewed,us,us
2017-09-16T09:57:47.920Z,-10.8831,122.1193,38.93,4,mb,,112,1.66,0.52,us,us2000at4a,2017-12-13T02:29:46.040Z,"180 km WSW of Kupang, Indonesia",earthquake,4.7,10.7,0.196,7,reviewed,us,us
2017-09-14T21:26:06.710Z,-12.9278,122.1651,10,4.4,mb,,75,3.766,1.33,us,us2000asl6,2017-12-13T02:29:44.040Z,"south of Timor",earthquake,5.2,1.9,0.155,12,reviewed,us,us
2017-09-11T03:47:05.940Z,-10.4186,152.5803,10,4.1,mb,,177,5.434,0.79,us,us2000ar0i,2017-12-13T02:29:37.040Z,"211 km E of Samarai, Papua New Guinea",earthquake,11.8,1.9,0.14,14,reviewed,us,us
2017-09-01T03:47:34.730Z,-11.5035,112.7922,10,4.8,mb,,78,3.298,0.95,us,us2000adrc,2017-11-28T18:33:55.040Z,"south of Java, Indonesia",earthquake,7.4,1.8,0.075,56,reviewed,us,us
2017-08-31T17:45:29.040Z,-25.7102,129.9133,10,4.3,mb,,53,4.161,0.86,us,us2000arkc,2017-11-28T18:33:55.040Z,"120 km WSW of Yulara, Australia",earthquake,3.9,2,0.239,5,reviewed,us,us
2017-08-27T00:02:22.440Z,-10.326,111.1036,10,5.2,mww,,23,2.465,1.14,us,us2000ac5g,2017-11-28T18:33:48.040Z,"257 km SSW of Trenggalek, Indonesia",earthquake,6.4,1.7,0.071,19,reviewed,us,us
2017-08-06T04:21:50.710Z,-19.1146,128.0923,4.57,4.9,mb,,39,2.535,0.96,us,us2000a5b3,2017-10-25T00:37:59.040Z,"108 km SSE of Halls Creek, Australia",earthquake,3.9,3.4,0.09,39,reviewed,us,us
2017-07-17T00:59:03.730Z,-11.5408,118.24,35,4.1,mb,,107,4.881,1.05,us,us20009z1g,2017-10-11T01:03:50.040Z,"south of Sumbawa, Indonesia",earthquake,9.6,2,0.175,9,reviewed,us,us
2017-07-15T21:27:26.350Z,-26.1405,131.9527,5.75,4.2,mb,,40,3.034,0.89,us,us20009yfa,2017-10-06T23:56:20.040Z,"138 km SE of Yulara, Australia",earthquake,6.3,6,0.216,6,reviewed,us,us
2017-07-06T01:48:02.390Z,-11.5515,118.2712,48.16,4.1,mb,,108,4.862,0.95,us,us1000994w,2017-10-03T00:47:50.040Z,"south of Sumbawa, Indonesia",earthquake,4.5,11,0.234,5,reviewed,us,us
2017-06-22T19:20:02.460Z,-10.2589,112.7665,10,4.2,mb,,94,2.242,0.79,us,us1000956u,2017-08-23T16:35:43.040Z,"226 km S of Dampit, Indonesia",earthquake,6,2,0.263,4,reviewed,us,us
2017-06-09T17:16:14.240Z,-22.2934,121.1969,10,4.5,mb,,81,1.444,1.05,us,us20009msa,2017-08-16T02:42:21.040Z,"120 km ESE of Nullagine, Australia",earthquake,6.8,2,0.204,7,reviewed,us,us
2017-06-08T11:57:17.120Z,-11.4413,118.4324,38.28,4.4,mb,,94,4.67,1.16,us,us20009lb0,2017-08-16T02:42:20.040Z,"281 km SW of Waingapu, Indonesia",earthquake,5.9,11.2,0.143,14,reviewed,us,us
2017-05-28T16:50:23.860Z,-19.8692,133.9267,6.49,4.3,mb,,64,0.394,1.04,us,us20009j83,2017-08-15T02:26:44.040Z,"Northern Territory, Australia",earthquake,5.9,5.4,0.147,13,reviewed,us,us
2017-05-19T19:17:27.950Z,-11.5641,118.2093,34.83,4.1,mb,,75,4.919,1.44,us,us10008tm0,2017-08-05T03:32:12.040Z,"south of Sumbawa, Indonesia",earthquake,6.9,3.6,0.14,17,reviewed,us,us
2017-05-05T01:49:33.010Z,-10.3323,118.8513,10,4.6,mb,,116,3.741,1.09,us,us10008pjh,2017-07-29T03:16:22.040Z,"171 km WSW of Waingapu, Indonesia",earthquake,4.1,1.9,0.128,18,reviewed,us,us
2017-04-24T07:37:25.290Z,-32.2936,138.3526,23.93,4,mb,,121,2.004,1.09,us,us10008n8q,2017-07-21T02:32:04.040Z,"29 km ENE of Quorn, Australia",earthquake,6.8,10.8,0.232,5,reviewed,us,us
2017-04-19T08:55:50.170Z,-32.3091,153.1619,10,3.9,mb,,119,2.296,0.9,us,us10008k3m,2017-07-11T01:48:37.040Z,"62 km ESE of Forster, Australia",earthquake,5.1,2,0.295,3,reviewed,us,us
2017-04-13T17:01:21.500Z,-25.6073,129.9183,10.8,4.5,mb,,119,4.109,0.77,us,us10008hbr,2017-07-05T18:09:58.040Z,"115 km WSW of Yulara, Australia",earthquake,5.1,4.2,0.121,20,reviewed,us,us
2017-04-13T16:31:06.360Z,-33.5328,148.9562,14.53,4.2,mb,,56,0.894,1.25,us,us10008hbg,2017-07-05T18:09:58.040Z,"23 km WSW of Millthorpe, Australia",earthquake,5.5,5.7,0.14,14,reviewed,us,us
2017-04-04T03:55:54.340Z,-25.9262,128.8547,13.86,4.4,mb,,45,4.885,0.97,us,us10008ghv,2017-06-23T07:26:29.040Z,"227 km WSW of Yulara, Australia",earthquake,8.4,6.3,0.267,4,reviewed,us,us
2017-03-26T20:00:04.110Z,-31.5062,122.8771,14.98,4.1,mb,,72,4.501,0.68,us,us10008dkr,2017-06-16T23:07:57.040Z,"119 km ESE of Kambalda East, Australia",earthquake,4.9,6.6,0.165,10,reviewed,us,us
2017-03-20T14:45:47.030Z,-10.653,123.5142,35,4.2,mb,,108,1.159,0.72,us,us20008vae,2017-06-12T19:46:51.040Z,"54 km S of Kupang, Indonesia",earthquake,7.2,2,0.175,9,reviewed,us,us
2017-03-18T01:15:35.260Z,-10.7723,115.1546,10,4.5,mb,,117,2.492,1.11,us,us20008sx7,2017-06-07T00:33:43.040Z,"218 km S of Nusa Dua, Indonesia",earthquake,8.1,1.9,0.102,28,reviewed,us,us
2017-03-16T18:39:26.270Z,-11.539,114.5737,10,5.5,mww,,46,3.077,1.43,us,us20008siq,2022-08-07T11:44:23.438Z,"south of Bali, Indonesia",earthquake,8.6,1.7,0.068,21,reviewed,us,us
2017-02-19T16:20:33.070Z,-10.6527,115.8822,41.07,4.7,mb,,109,2.759,0.86,us,us100085rm,2017-05-17T01:19:32.040Z,"214 km S of Lembar, Indonesia",earthquake,8.3,6.8,0.079,49,reviewed,us,us
2017-02-09T17:47:51.960Z,-11.7622,117.6019,10,4.3,mb,,56,4.715,1.33,us,us20008l5f,2017-05-09T01:24:32.040Z,"south of Sumbawa, Indonesia",earthquake,8.4,1.9,0.137,15,reviewed,us,us
2017-02-03T20:26:18.720Z,-11.1391,116.2387,32.76,4.3,mb,,121,3.355,1.25,us,us20008k8y,2017-04-27T01:38:43.040Z,"267 km S of Lembar, Indonesia",earthquake,7.7,6.1,0.154,12,reviewed,us,us
2017-02-01T13:37:54.820Z,-35.0581,139.1956,10,3.9,mb,,111,3.439,1.22,us,us10007wmj,2017-04-27T01:38:41.040Z,"9 km NW of Murray Bridge, Australia",earthquake,6.6,2,0.209,6,reviewed,us,us
2017-01-26T13:52:13.570Z,-10.9155,121.6397,47,4.3,mb,,77,2.34,1.11,us,us10007vig,2017-04-19T18:31:00.040Z,"205 km SE of Waingapu, Indonesia",earthquake,7.8,6.5,0.114,22,reviewed,us,us
2017-01-05T18:49:00.640Z,-10.3564,119.3023,35,4.3,mb,,84,3.362,0.68,us,us10007rhd,2017-03-27T23:53:24.040Z,"130 km SW of Waingapu, Indonesia",earthquake,5.8,1.7,0.101,28,reviewed,us,us
2017-01-04T02:39:40.690Z,-11.5752,113.4321,10,4.8,mb,,129,3.165,0.93,us,us10007pl1,2017-03-27T23:53:22.040Z,"south of Java, Indonesia",earthquake,8.8,1.9,0.095,34,reviewed,us,us
2017-01-03T15:30:19.000Z,-30.609,118.455,10,4.5,mb,,,,0.74,us,us10007pgt,2017-03-27T23:53:20.040Z,"98 km N of Merredin, Australia",earthquake,5.7,5.5,0.145,14,reviewed,aust,us
2016-12-13T13:35:51.500Z,-11.6665,111.9291,26.46,4.2,mb,,160,3.857,0.77,us,us10007lr9,2017-03-09T02:14:30.040Z,"south of Java, Indonesia",earthquake,10.4,7.9,0.186,8,reviewed,us,us
2016-11-22T19:51:30.420Z,-10.8442,123.3875,37.96,4.5,mb,,68,0.689,1.29,us,us10007du6,2017-02-15T23:21:37.040Z,"78 km SSW of Kupang, Indonesia",earthquake,5.3,10.4,0.131,18,reviewed,us,us
2016-11-22T18:56:17.740Z,-10.6533,123.3685,38.5,4.4,mb,,83,0.53,0.94,us,us10007dtz,2017-02-15T23:21:37.040Z,"59 km SSW of Kupang, Indonesia",earthquake,5.4,9.3,0.124,21,reviewed,us,us
2016-11-10T10:24:51.000Z,-19.853,133.866,5,4.2,mb,,,,1.26,us,us100076lx,2017-02-02T02:21:06.040Z,"40 km WSW of Tennant Creek, Australia",earthquake,5,1.9,0.528,1,reviewed,aust,us
2016-11-06T09:54:31.000Z,-19.106,127.987,10,4.8,mb,,,,1.14,us,us100075ug,2017-02-02T02:21:01.040Z,"103 km SSE of Halls Creek, Australia",earthquake,7.2,4.7,0.113,24,reviewed,aust,us
2016-11-03T16:25:13.000Z,-29.627,137.098,10,4.1,mb,,,,0.3,us,us100076nj,2017-01-24T02:02:16.040Z,"105 km N of Roxby Downs, Australia",earthquake,7,3.1,0.212,6,reviewed,aust,us
2016-09-30T19:33:42.560Z,-10.3794,149.4146,19.29,4,mb,,214,2.423,0.62,us,us20007dj5,2017-01-03T21:10:39.040Z,"114 km W of Alotau, Papua New Guinea",earthquake,14.2,5,0.144,13,reviewed,us,us
2016-09-12T10:38:20.900Z,-11.2609,113.8675,35.15,4.7,mb,,84,2.787,1.49,us,us10006p10,2016-12-07T02:56:12.040Z,"south of Java, Indonesia",earthquake,7.3,7.1,0.096,33,reviewed,us,us
2016-09-04T12:35:30.800Z,-10.3298,119.2445,43.68,4.3,mb,,84,3.398,1.02,us,us10006kbr,2016-12-03T02:54:41.040Z,"134 km WSW of Waingapu, Indonesia",earthquake,5.2,8.5,0.125,18,reviewed,us,us
2016-08-19T14:39:22.000Z,-25.582,129.806,0,3.9,mb,,,,1.18,us,us10006ggk,2016-11-19T04:58:31.040Z,"124 km WSW of Yulara, Australia",earthquake,7,2,0.296,3,reviewed,aust,us
2016-08-18T18:27:35.010Z,-19.6628,148.8618,10,4.3,mb,,146,2.49,0.52,us,us10006gd4,2016-11-15T02:21:53.040Z,"50 km N of Whitsundays, Australia",earthquake,5.5,1.9,0.217,6,reviewed,us,us
2016-08-18T05:30:34.000Z,-19.73,148.92,2,4,ml,,,,0.34,us,us10006emu,2016-11-15T02:21:53.040Z,"43 km N of Whitsundays, Australia",earthquake,10.7,6.8,,,reviewed,aust,aust
2016-08-18T04:30:08.800Z,-19.8352,148.7233,10,5.7,mww,,30,2.335,0.82,us,us10006em9,2022-05-03T18:54:21.673Z,"37 km NNW of Whitsundays, Australia",earthquake,7.1,1.8,,,reviewed,us,us
2016-08-17T06:01:46.300Z,-10.2779,124.7036,10,4.8,mb,,92,0.674,1.25,us,us10006ec4,2016-11-15T02:21:51.040Z,"65 km SE of Soe, Indonesia",earthquake,6.3,1.9,0.099,31,reviewed,us,us
2016-08-13T15:31:12.390Z,-23.8567,152.9265,10,4.6,mb,,115,2.255,1.07,us,us10006dl0,2016-11-15T02:21:47.040Z,"111 km ENE of Agnes Water, Australia",earthquake,7.8,1.9,0.119,21,reviewed,us,us
2016-08-06T21:16:33.000Z,-25.572,129.804,0,4.2,mb,,,,1.42,us,us10006cca,2016-10-26T03:10:21.040Z,"124 km WSW of Yulara, Australia",earthquake,6.1,2,0.373,2,reviewed,aust,us
2016-08-02T15:11:48.630Z,-11.5605,117.3842,27.35,4.1,mb,,101,4.422,1.03,us,us10006aeu,2016-10-19T04:52:13.040Z,"south of Sumbawa, Indonesia",earthquake,7.2,7.4,0.165,10,reviewed,us,us
2016-07-31T13:45:49.350Z,-19.1824,111.7783,10,4.1,mb,,166,4.138,0.68,us,us10006a4j,2016-10-19T04:51:57.040Z,"northwest of Australia",earthquake,11,2,0.158,11,reviewed,us,us
2016-07-18T17:55:37.700Z,-11.4649,116.2885,10,4.7,mb,,50,3.644,0.65,us,us20006fkk,2016-09-17T01:27:50.040Z,"South of Lombok, Indonesia",earthquake,4.3,1.9,0.086,41,reviewed,us,us
2016-07-16T11:44:49.000Z,-32.501,122.436,0,4,mb,,,,1.32,us,us20006gfc,2016-09-17T01:27:47.040Z,"155 km NNE of Castletown, Australia",earthquake,10.2,6.2,0.164,10,reviewed,aust,us
2016-07-14T10:08:55.000Z,-32.536,122.433,0,4,mb,,,,1.16,us,us20006g48,2016-09-08T01:50:31.040Z,"151 km NNE of Castletown, Australia",earthquake,9,7,0.184,8,reviewed,aust,us
2016-07-08T09:40:50.000Z,-32.458,122.511,0,5.2,mb,,,,1.2,us,us100061v2,2022-05-03T17:53:43.140Z,"160 km SSE of Kambalda East, Australia",earthquake,7.7,3.4,0.072,64,reviewed,aust,us
2016-07-03T11:56:05.300Z,-11.5547,116.0562,30.63,4,mb,,130,3.593,0.95,us,us100061yu,2016-09-02T21:36:35.040Z,"South of Lombok, Indonesia",earthquake,11.3,5.4,0.139,14,reviewed,us,us
2016-07-03T11:44:28.190Z,-11.5132,116.3732,29.91,4.3,mb,,59,3.732,1.15,us,us100061yt,2016-09-02T21:36:35.040Z,"South of Lombok, Indonesia",earthquake,8.5,3,0.123,19,reviewed,us,us
2016-07-03T11:40:51.930Z,-11.5983,116.1111,36.36,4.2,mb,,107,3.658,0.93,us,us100061zc,2016-09-02T21:36:35.040Z,"South of Lombok, Indonesia",earthquake,9.9,4.1,0.152,12,reviewed,us,us
2016-07-02T09:28:55.490Z,-10.3268,119.2173,49.24,5,mb,,70,3.42,0.67,us,us10005zfs,2016-09-02T21:36:34.040Z,"136 km WSW of Waingapu, Indonesia",earthquake,8.1,7.4,0.068,68,reviewed,us,us
2016-06-19T01:54:09.000Z,-35.916,136.45,10,4.5,mb,,,,1.07,us,us200066gl,2016-08-27T02:15:28.040Z,"111 km WSW of Kingscote, Australia",earthquake,5.5,1.9,0.127,18,reviewed,aust,us
